Text,Review-sentiment,Review-basic-sentiment
I loaded this memory card into my TF700T and could not get it to install. I found it to be a format issue and could not reformat it to get it to work. I sent it back and got the class 10 sandisc card ( non ultra ) and it loaded perfectly.,Negative,Negative
"This is the first class 10 memory card I have had and boy is it fast, I actually bought two, one for my digital camera and one for my Galaxy 2 7.0.  Saves images really fast in my camera and does not slow down my tablet at all, great product at a great price.",Strongly Positive,Positive
"Perfect card for my Galaxy S3 - lots of capacity at a decent price, and not a no-name brand either.",Strongly Positive,Positive
Fantastic product as it is described. I purchased 2 of them. Delivery was fast. I will definitely buy it again and recommend this product to anyone.,Strongly Positive,Positive
"wouldn't trade it for anything. i need the extra space, so it is very helpful. and sandisk always makes good stuff",Strongly Positive,Positive
I use this in my Canon digital SLR.  Has lots of memory and the quality of images are great.  No disappointments.,Strongly Positive,Positive
"I bought this about 5 months ago, give or take. I needed if for my Galaxy S3. It works perfect.",Strongly Positive,Positive
Installed into my galaxy s3 and it reads and writes very fast. Having that much storage is awesome. It had over 59 gb after formating.,Strongly Positive,Positive
Could not ask for anything more. It is exactly as advertised and I have no issues. I have not gotten to try it in a UHS device yet but cannot wait to do so.,Strongly Positive,Positive
"Bought it for my S4; it Works like a charm.  No setup needed, my S4 reads it automatically.  Great price. :)",Strongly Positive,Positive
"Bought this for my new Samsung digital camera. No complaints. It does what it's supposed to do, and I haven't noticed any problems with quality.",Strongly Positive,Positive
"Figured there was not going to be any issues with SanDisk; produce arrived in well packaged - removed it, formatted it on computer, and installed. Working fine!",Strongly Positive,Positive
Worked good in my talbet and gave it more space too do more games and pictures and download too save all your pictures,Strongly Positive,Positive
"What can I say about a memory card?  I purchased it to increase the memory in my phone, it fits as it should, and works as it should.",Strongly Positive,Positive
"What can I say SanDisk has the micro SD figured out.  Works with Asus Memo pad hd 7, movies for long trips.",Positive,Positive
What can i say my old 8GB died and this is working like a champ trust the brand for a long time and expect nothing but the best,Strongly Positive,Positive
Look no further. Perfect for my galaxy devices. I purchased a few of these and switch them between devices for quick data transfer. Highly recommended.,Strongly Positive,Positive
"This is a very good item, fits perfectly in my tablet, its confortable, and protect it. Works very nice, great item...",Strongly Positive,Positive
I got this to put in the i9 by cect that I got through amazon and it works great. bye,Strongly Positive,Positive
I almost got myself a 16GB but decided on the 32GB last minute.  I'm so glad I did - I filled up my Hero3 White edition with over 20k time-lapse images and a few hours of HD footage.  These things are solid and reliable.  I filled it up over a 6 day period doing some work in Haiti.,Strongly Positive,Positive
"Can be used with my phone as well as with my computers, thanks to the included adapter. I use these to back up/store pictures and documents instead of a separate external hard drive... I just put a number on the disk, as well as a numbered label on the plastic storage case it comes with, so I can remember what is on which disk. Easy to use and store!",Strongly Positive,Positive
Really fast processing speeds and saves crystal clear footage. Haven't had any problems with it and don't expect to have any.,Strongly Positive,Positive
"I've had other Sandisk memory cards, and they've always proven reliable. As always with memory, get the biggest you can afford, because you'll always need more than you think, and volume gets more economical with greater capacity.",Strongly Positive,Positive
"Using this for expanded storage on my Nexus 7 (via Mini SD USB Reader for Android) and it's working great. Instantly adds more storage for music, movies, tv, etc...",Strongly Positive,Positive
"I get about 3mb/s, and the formatted capacity is closer to 27 gb. However the extra storage is very useful, it has some quirks. You can't move anything to the recycle bin. It doesn't work. You have to permanently delete it.",Strongly Positive,Positive
This microsd card has been working fine in my Android phone for several months.  I have had no problem with speed or data corruption thus far.,Strongly Positive,Positive
"Comes in an open package, no box included except for the instruction manual/warranty. Using this on my cell phone and works great. Read/Write speeds are noticeably faster than my old Sandisk 32gb MicroSD.",Strongly Positive,Positive
"Got this MicroSDXC for my GoPro. I've got more than enough space not to worry about changing my simcard, but more about changing my battery.",Strongly Positive,Positive
See above.  Nice to have the extra room in my Blackberry Z30.  LOTS of content goes with me.  Packaging was adequate but not over-the-top.,Strongly Positive,Positive
